substrate,base,fluoride,yield
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.04263999999999982
CC(C)(O)CCc1ccccc1,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.034779999999999575
C=C=[C-]C(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.02387523809523787
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.042833333333333154
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01624999999999979
CC(C)=CCCC(C)(O)C=C=S,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.014089333333333192
[C-]CC=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01414166666666652
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.015329999999999778
[C+]=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.015192666666666525
[C-]C(O)(C=C)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.014192714285714144
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.015499999999999767
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.019396666666666493
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01528999999999978
C=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.009589999999999849
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01680999999999979
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.018529999999999814
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.015229999999999784
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01535999999999978
CC(C)(O)CCc1ccccc1,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.023309999999999664
C=C=[C-]C(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01404171428571415
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.016289999999999798
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0021100000000000008
CC(C)=CCCC(C)(O)C=C=S,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0038764999999999867
[C-]CC=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.004434999999999986
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0016800000000000012
[C+]=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.003831666666666653
[C-]C(O)(C=C)CCC=C(C)C,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.004644499999999984
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0014400000000000007
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0041574999999999945
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.001570000000000001
C=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0018200000000000013
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0029799999999999987
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0037999999999999996
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.001810000000000001
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.001700000000000001
CC(C)(O)CCc1ccccc1,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.005764999999999973
C=C=[C-]C(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.004043499999999986
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0022400000000000007
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.004319999999999995
CC(C)=CCCC(C)(O)C=C=S,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.012080277777777636
[C-]CC=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.012049444444444297
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.00274
[C+]=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.01188861111111097
[C-]C(O)(C=C)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.012043611111110965
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.002250000000000001
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.007507499999999985
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.0026800000000000005
C=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.009319999999999854
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.005329999999999989
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.006689999999999988
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.003419999999999998
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.0032499999999999985
CC(C)(O)CCc1ccccc1,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.03141999999999959
C=C=[C-]C(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.01172361111111097
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.004249999999999993
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.151283333333332
CC(C)=CCCC(C)(O)C=C=S,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.09913883333333433
[C-]CC=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.12031383333333436
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.14001333333333194
[C+]=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.10073116666666769
[C-]C(O)(C=C)CCC=C(C)C,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.09602950000000093
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.12864999999999877
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.17361999999999878
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.14504999999999865
C=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.07741483333333431
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.17395599999999883
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.1741326666666654
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.16168266666666523
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.1453833333333319
CC(C)(O)CCc1ccccc1,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.12528000000000197
C=C=[C-]C(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.10123116666666765
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.171803333333332
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.043729166666666465
CC(C)=CCCC(C)(O)C=C=S,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.02510249999999982
[C-]CC=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.024707499999999806
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.044039999999999795
[C+]=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.0265216666666665
[C-]C(O)(C=C)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.024957499999999813
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.04436999999999977
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.04714749999999974
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.04380916666666646
C=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.018089999999999756
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.04450416666666645
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.045559166666666456
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.042599999999999846
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.04321999999999983
CC(C)(O)CCc1ccccc1,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.04513999999999957
C=C=[C-]C(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.025184999999999833
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.04361916666666649
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.013259999999999854
CC(C)=CCCC(C)(O)C=C=S,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.015727333333333173
[C-]CC=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.015928499999999842
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.011779999999999851
[C+]=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01715333333333325
[C-]C(O)(C=C)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01586909523809508
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.011369999999999847
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.017256666666666587
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.011539999999999856
C=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.009933999999999846
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.014669999999999848
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.015909999999999837
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.012399999999999852
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.012119999999999853
CC(C)(O)CCc1ccccc1,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.037029999999999584
C=C=[C-]C(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.015929761904761752
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.013579999999999853
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.002349999999999998
CC(C)=CCCC(C)(O)C=C=S,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.005666333333333305
[C-]CC=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.006361333333333306
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.001630000000000001
[C+]=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.005992833333333301
[C-]C(O)(C=C)CCC=C(C)C,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0065713333333333
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0010000000000000005
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.00548649999999999
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0014000000000000009
C=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.002499999999999994
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.003719999999999991
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.00452999999999999
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.002000000000000001
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0016500000000000009
CC(C)(O)CCc1ccccc1,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.016839999999999977
C=C=[C-]C(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.006111333333333305
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.002479999999999996
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.004059999999999992
CC(C)=CCCC(C)(O)C=C=S,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.013625666666666534
[C-]CC=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.01359966666666653
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.0027999999999999974
[C+]=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.014226666666666535
[C-]C(O)(C=C)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.01364166666666653
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.001870000000000001
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.008216666666666653
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.0023799999999999984
C=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.009469999999999854
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.00564999999999999
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.007033333333333319
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.003419999999999995
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.0029499999999999965
CC(C)(O)CCc1ccccc1,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.0437099999999996
C=C=[C-]C(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.013568333333333201
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.004209999999999991
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.16130499999999845
CC(C)=CCCC(C)(O)C=C=S,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.1257604761904776
[C-]CC=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.14662197619047765
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.1473399999999984
[C+]=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.12592047619047755
[C-]C(O)(C=C)CCC=C(C)C,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.12293697619047758
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.13402999999999865
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.18697899999999867
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.15296999999999852
C=CC(C)(O)CCC=C(C)C,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.09929964285714434
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.18739649999999852
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.1875231666666653
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.17323649999999843
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.1542049999999984
CC(C)(O)CCc1ccccc1,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.1725566666666695
